date,gname,longitude,latitude,value
2010-01-20,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,0.0
2010-01-21,Communist Party of India - Maoist (CPI-Maoist),84.185712,24.128611,0.0
2010-01-22,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,0.0
2010-01-23,Taliban,71.22805600000001,35.118056,0.0
2010-01-23,Taliban,68.369703,33.771864,4.0
2010-01-23,Communist Party of India - Maoist (CPI-Maoist),84.043175,22.124001999999997,0.0
2010-01-23,Taliban,70.14558000000001,32.974638,7.0
2010-01-23,Taliban,68.524715,32.264539,4.0
2010-01-23,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,4.0
2010-01-23,Tehrik-i-Taliban Pakistan (TTP),71.56104300000001,34.217285,0.0
2010-01-24,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,0.0
2010-01-25,Communist Party of India - Maoist (CPI-Maoist),87.078604,23.232415,0.0
2010-01-25,Communist Party of India - Maoist (CPI-Maoist),87.078604,23.232415,1.0
2010-01-25,Tehrik-i-Taliban Pakistan (TTP),71.526382,34.866207,0.0
2010-01-25,Al-Shabaab,45.326115,2.059819,4.0
2010-01-25,Communist Party of India - Maoist (CPI-Maoist),85.606944,21.63869,1.0
2010-01-25,Communist Party of India - Maoist (CPI-Maoist),87.154756,22.562035,0.0
2010-01-26,Communist Party of India - Maoist (CPI-Maoist),87.379866,22.404193,1.0
2010-01-26,Communist Party of India - Maoist (CPI-Maoist),81.35,18.9,0.0
2010-01-26,Taliban,69.14701099999999,34.516895,1.0
2010-01-27,Tehrik-i-Taliban Pakistan (TTP),71.429936,34.856902000000005,0.0
2010-01-27,Tehrik-i-Taliban Pakistan (TTP),71.873006,35.202293,3.0
2010-01-27,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,1.0
2010-01-27,Communist Party of India - Maoist (CPI-Maoist),87.078604,23.232415,1.0
2010-01-27,Communist Party of India - Maoist (CPI-Maoist),85.606944,21.63869,0.0
2010-01-28,Communist Party of India - Maoist (CPI-Maoist),86.386833,22.906095999999998,1.0
2010-01-29,Taliban,64.369652,31.60063,4.0
2010-01-29,Communist Party of India - Maoist (CPI-Maoist),81.35,18.9,1.0
2010-01-29,Communist Party of India - Maoist (CPI-Maoist),87.08591,22.615479,1.0
2010-01-29,Communist Party of India - Maoist (CPI-Maoist),79.567945,16.690932999999998,0.0
2010-01-29,Communist Party of India - Maoist (CPI-Maoist),84.043175,22.124001999999997,1.0
2010-01-30,Taliban,63.769538,35.167134000000004,2.0
2010-02-01,Communist Party of India - Maoist (CPI-Maoist),87.078604,23.232415,2.0
2010-02-01,Communist Party of India - Maoist (CPI-Maoist),86.365208,23.332078,0.0
2010-02-01,New People's Army (NPA),124.151688,14.033845000000001,1.0
2010-02-02,Tehrik-i-Taliban Pakistan (TTP),71.276081,34.574856,2.0
2010-02-02,Communist Party of India - Maoist (CPI-Maoist),86.992203,22.451393,1.0
2010-02-02,Taliban,66.213144,33.429772,0.0
2010-02-02,Taliban,62.262663,32.495328,0.0
2010-02-02,Taliban,65.742226,31.631083,2.0
2010-02-03,Taliban,64.89389,36.420551,0.0
2010-02-03,Communist Party of India - Maoist (CPI-Maoist),85.965274,22.959166,1.0
2010-02-06,Tehrik-i-Taliban Pakistan (TTP),71.276081,34.574856,0.0
2010-02-06,Tehrik-i-Taliban Pakistan (TTP),71.44062,33.590603,0.0
2010-02-06,Communist Party of India - Maoist (CPI-Maoist),86.899792,22.450177,0.0
2010-02-06,Communist Party of India - Maoist (CPI-Maoist),84.043175,22.124001999999997,1.0
2010-02-06,Houthi extremists (Ansar Allah),45.03352,12.80095,15.0
2010-02-07,Communist Party of India - Maoist (CPI-Maoist),82.22292,17.666359,0.0
2010-02-07,Communist Party of India - Maoist (CPI-Maoist),86.422732,24.755824,0.0
2010-02-07,Taliban,70.14558000000001,32.974638,1.0
2010-02-07,Tehrik-i-Taliban Pakistan (TTP),70.602524,32.987347,0.0
2010-02-08,Communist Party of India - Maoist (CPI-Maoist),84.853584,22.260423,0.0
2010-02-09,Communist Party of India - Maoist (CPI-Maoist),81.351442,18.895394,0.0
2010-02-09,Communist Party of India - Maoist (CPI-Maoist),86.132778,23.9625,0.0
2010-02-09,New People's Army (NPA),120.4623,13.415999999999999,0.0
2010-02-10,Communist Party of India - Maoist (CPI-Maoist),84.043175,22.124001999999997,0.0
2010-02-10,Communist Party of India - Maoist (CPI-Maoist),87.04969799999999,22.585272,0.0
2010-02-10,Tehrik-i-Taliban Pakistan (TTP),71.07005500000001,33.908578000000006,1.0
2010-02-10,Communist Party of India - Maoist (CPI-Maoist),85.313322,26.484099,0.0
2010-02-10,Houthi extremists (Ansar Allah),48.1728,15.554965,18.0
2010-02-11,Tehrik-i-Taliban Pakistan (TTP),70.602524,32.987347,17.0
2010-02-11,Communist Party of India - Maoist (CPI-Maoist),86.764262,22.632073000000002,1.0
2010-02-13,Communist Party of India - Maoist (CPI-Maoist),87.043064,22.55482,0.0
2010-02-13,Communist Party of India - Maoist (CPI-Maoist),86.556476,22.507239000000002,0.0
2010-02-13,Tehrik-i-Taliban Pakistan (TTP),71.477429,34.565494,0.0
2010-02-14,Tehrik-i-Taliban Pakistan (TTP),71.458679,33.915234000000005,1.0
2010-02-14,Communist Party of India - Maoist (CPI-Maoist),84.279156,26.583446000000002,12.0
2010-02-14,Communist Party of India - Maoist (CPI-Maoist),82.433295,18.751105,0.0
2010-02-15,Al-Shabaab,45.326115,2.059819,7.0
2010-02-15,Taliban,62.948654000000005,32.241737,0.0
2010-02-15,Communist Party of India - Maoist (CPI-Maoist),86.818268,22.616778,24.0
2010-02-15,Tehrik-i-Taliban Pakistan (TTP),71.477429,34.565494,0.0
2010-02-17,Tehrik-i-Taliban Pakistan (TTP),71.477429,34.565494,2.0
2010-02-17,Communist Party of India - Maoist (CPI-Maoist),86.220954,24.925432,11.0
2010-02-18,Communist Party of India - Maoist (CPI-Maoist),84.279156,26.583446000000002,11.0
2010-02-19,Taliban,69.16305600000001,36.972221999999995,1.0
2010-02-19,Communist Party of India - Maoist (CPI-Maoist),86.865945,22.709979999999998,0.0
2010-02-20,Taliban,64.62142800000001,31.761470000000003,2.0
2010-02-21,Al-Shabaab,44.893681,2.619745,0.0
2010-02-21,Communist Party of India - Maoist (CPI-Maoist),86.253636,24.687972,0.0
2010-02-21,Communist Party of India - Maoist (CPI-Maoist),86.365208,23.332078,2.0
2010-02-21,Tehrik-i-Taliban Pakistan (TTP),71.477429,34.565494,0.0
2010-02-21,Tehrik-i-Taliban Pakistan (TTP),71.477429,34.565494,0.0
2010-02-22,Taliban,70.193208,34.229213,16.0
2010-02-23,Communist Party of India - Maoist (CPI-Maoist),84.370896,24.749905,0.0
2010-02-23,Communist Party of India - Maoist (CPI-Maoist),82.58680600000001,18.286666,0.0
2010-02-23,Communist Party of India - Maoist (CPI-Maoist),84.355374,26.077465,1.0
2010-02-23,Communist Party of India - Maoist (CPI-Maoist),84.370896,24.749905,0.0
2010-02-23,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,0.0
2010-02-24,Taliban,70.273735,32.975433,3.0
2010-02-24,Tehrik-i-Taliban Pakistan (TTP),71.056122,33.528893,3.0
2010-02-24,Taliban,65.742226,31.631083,1.0
2010-02-24,Taliban,68.801575,36.694511,0.0
2010-02-25,Taliban,64.237801,31.637821000000002,0.0
2010-02-25,Communist Party of India - Maoist (CPI-Maoist),84.54448599999999,23.041512,1.0
2010-02-25,Tehrik-i-Taliban Pakistan (TTP),71.276081,34.574856,0.0
2010-02-26,Taliban,62.197315,34.346722,0.0
2010-02-26,Al-Shabaab,45.326115,2.059819,4.0
2010-02-26,Taliban,69.287754,35.804295,0.0
2010-02-27,Communist Party of India - Maoist (CPI-Maoist),86.06952700000001,23.403088,0.0
2010-02-28,Taliban,64.470381,32.405702000000005,12.0
2010-02-28,Al-Shabaab,45.500640999999995,2.7772639999999997,0.0
2010-03-01,Taliban,64.239722,31.642778000000003,1.0
2010-03-01,Tehrik-i-Taliban Pakistan (TTP),71.056122,33.528893,0.0
2010-03-01,Communist Party of India - Maoist (CPI-Maoist),86.921828,24.877812,1.0
2010-03-01,Communist Party of India - Maoist (CPI-Maoist),86.365208,23.332078,1.0
2010-03-01,New People's Army (NPA),125.47549199999999,6.96212,0.0
2010-03-02,New People's Army (NPA),123.87484099999999,12.179017,0.0
2010-03-02,Communist Party of India - Maoist (CPI-Maoist),86.541023,25.195693,2.0
2010-03-02,Taliban,65.223889,37.000833,0.0
2010-03-02,Taliban,68.57758100000001,36.962595,3.0
2010-03-05,New People's Army (NPA),123.043699,13.509638,1.0
2010-03-06,Taliban,69.859741,33.358508,1.0
2010-03-06,Taliban,65.742226,31.631083,2.0
2010-03-07,Taliban,64.092445,31.467463000000002,0.0
2010-03-07,Communist Party of India - Maoist (CPI-Maoist),81.351442,18.895394,0.0
2010-03-07,Communist Party of India - Maoist (CPI-Maoist),87.086149,22.333044,1.0
2010-03-08,Tehrik-i-Taliban Pakistan (TTP),69.859741,32.320237,2.0
2010-03-08,Tehrik-i-Taliban Pakistan (TTP),74.34288000000001,31.505470000000003,14.0
2010-03-09,Taliban,63.34024300000001,34.878510999999996,1.0
2010-03-09,Communist Party of India - Maoist (CPI-Maoist),84.502431,22.610968,1.0
2010-03-10,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,1.0
2010-03-10,Al-Shabaab,45.326115,2.059819,2.0
2010-03-10,Taliban,72.331113,34.95262,2.0
2010-03-10,Tehrik-i-Taliban Pakistan (TTP),73.01754,34.4992,5.0
2010-03-11,Taliban,69.82847,33.241541999999995,2.0
2010-03-11,New People's Army (NPA),122.45618799999998,13.747556,1.0
2010-03-12,Communist Party of India - Maoist (CPI-Maoist),86.338852,24.762841,0.0
2010-03-12,New People's Army (NPA),125.853401,7.364961999999999,1.0
2010-03-12,Tehrik-i-Taliban Pakistan (TTP),74.34288000000001,31.505470000000003,47.0
2010-03-13,Taliban,65.90362900000001,32.666404,6.0
2010-03-13,Taliban,65.742226,31.631083,39.0
2010-03-13,Communist Party of India - Maoist (CPI-Maoist),83.979003,25.564795999999998,0.0
2010-03-13,Taliban,65.742226,31.631083,4.0
2010-03-13,Taliban,65.742226,31.631083,4.0
2010-03-14,Tehrik-i-Taliban Pakistan (TTP),67.143311,24.891115,1.0
2010-03-14,Taliban,69.06666700000001,33.066666999999995,2.0
2010-03-15,Taliban,70.621679,34.171831,0.0
2010-03-16,Communist Party of India - Maoist (CPI-Maoist),84.837795,24.713178,0.0
2010-03-16,Communist Party of India - Maoist (CPI-Maoist),87.09675899999999,22.488806,1.0
2010-03-16,Al-Shabaab,41.877171000000004,3.926858,0.0
2010-03-16,Taliban,68.415329,33.542621999999994,1.0
2010-03-16,Taliban,68.238534,34.351349,0.0
2010-03-16,Al-Shabaab,42.280334,2.349308,0.0
2010-03-17,Communist Party of India - Maoist (CPI-Maoist),86.992203,22.451393,0.0
2010-03-18,Communist Party of India - Maoist (CPI-Maoist),80.551997,18.302432,1.0
2010-03-18,Communist Party of India - Maoist (CPI-Maoist),86.57289399999999,25.288587,0.0
2010-03-18,Communist Party of India - Maoist (CPI-Maoist),86.556476,22.507239000000002,0.0
2010-03-18,Communist Party of India - Maoist (CPI-Maoist),84.350261,22.736252,0.0
2010-03-18,Communist Party of India - Maoist (CPI-Maoist),84.502431,22.610968,0.0
2010-03-19,Communist Party of India - Maoist (CPI-Maoist),81.93438499999999,18.160337,0.0
2010-03-20,Communist Party of India - Maoist (CPI-Maoist),84.504429,23.744186,0.0
2010-03-20,Communist Party of India - Maoist (CPI-Maoist),81.92347099999999,18.295274,1.0
2010-03-20,Communist Party of India - Maoist (CPI-Maoist),85.95958,20.199507999999998,1.0
2010-03-20,Tehrik-i-Taliban Pakistan (TTP),71.477429,34.565494,0.0
2010-03-21,Tehrik-i-Taliban Pakistan (TTP),71.056122,33.528893,1.0
2010-03-21,Communist Party of India - Maoist (CPI-Maoist),86.995289,22.45109,0.0
2010-03-21,Communist Party of India - Maoist (CPI-Maoist),86.92359599999999,22.240734,0.0
2010-03-22,Communist Party of India - Maoist (CPI-Maoist),87.379866,22.404193,0.0
2010-03-22,Communist Party of India - Maoist (CPI-Maoist),84.969734,24.753791,0.0
2010-03-22,Communist Party of India - Maoist (CPI-Maoist),86.556476,22.507239000000002,0.0
2010-03-22,Communist Party of India - Maoist (CPI-Maoist),85.965274,22.959166,1.0
2010-03-22,Communist Party of India - Maoist (CPI-Maoist),86.151112,23.669296,0.0
2010-03-22,Communist Party of India - Maoist (CPI-Maoist),87.379866,22.404193,0.0
2010-03-22,Taliban,64.576431,31.825871000000003,0.0
2010-03-22,Taliban,64.576431,31.825871000000003,0.0
2010-03-23,Taliban,69.438231,33.36598,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),84.096518,19.477122,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),84.043175,22.124001999999997,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),84.671527,24.605105,2.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),85.399963,26.450211,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),85.315457,26.485169,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),82.10879,18.108706,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),87.261257,24.316126999999998,1.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),84.504429,23.744186,0.0
2010-03-23,Communist Party of India - Maoist (CPI-Maoist),84.060038,18.864418,3.0
2010-03-24,Communist Party of India - Maoist (CPI-Maoist),84.955617,25.900723,0.0
2010-03-24,Communist Party of India - Maoist (CPI-Maoist),87.99594,22.68337,1.0
2010-03-24,New People's Army (NPA),125.117251,7.2138729999999995,0.0
2010-03-24,New People's Army (NPA),125.740872,8.504613,0.0
2010-03-25,Communist Party of India - Maoist (CPI-Maoist),84.504429,23.744186,1.0
2010-03-25,Communist Party of India - Maoist (CPI-Maoist),86.306772,24.179793,1.0
2010-03-25,Communist Party of India - Maoist (CPI-Maoist),81.892418,18.364195000000002,1.0
2010-03-25,Tehrik-i-Taliban Pakistan (TTP),71.429936,34.856902000000005,0.0
2010-03-25,Tehrik-i-Taliban Pakistan (TTP),70.14558000000001,32.974638,2.0
2010-03-25,Communist Party of India - Maoist (CPI-Maoist),87.379866,22.404193,0.0
2010-03-25,Communist Party of India - Maoist (CPI-Maoist),88.384625,22.87687,0.0
2010-03-26,Communist Party of India - Maoist (CPI-Maoist),84.01384300000001,25.068355,0.0
2010-03-26,Tehrik-i-Taliban Pakistan (TTP),71.458679,33.915234000000005,0.0
2010-03-26,Taliban,69.928467,33.335258,1.0
2010-03-27,Al-Shabaab,45.326115,2.059819,4.0
2010-03-27,New People's Army (NPA),126.047207,8.486497,0.0
2010-03-27,Tehrik-i-Taliban Pakistan (TTP),71.458679,33.915234000000005,0.0
2010-03-28,Communist Party of India - Maoist (CPI-Maoist),83.679836,25.053548000000003,0.0
2010-03-28,Communist Party of India - Maoist (CPI-Maoist),84.018343,25.069025,0.0
2010-03-28,Taliban,70.078333,33.356667,0.0
2010-03-29,New People's Army (NPA),125.539325,8.949207000000001,0.0
2010-03-30,Tehrik-i-Taliban Pakistan (TTP),71.873006,35.202293,0.0
2010-03-30,Tehrik-i-Taliban Pakistan (TTP),71.822004,34.965592,0.0
2010-03-30,Communist Party of India - Maoist (CPI-Maoist),86.499655,22.486676,1.0
2010-03-30,Communist Party of India - Maoist (CPI-Maoist),87.12857199999999,22.330820000000003,1.0
2010-03-30,Al-Shabaab,40.875992,0.349466,0.0
2010-03-31,Tehrik-i-Taliban Pakistan (TTP),71.144852,33.697271,0.0
2010-03-31,Tehrik-i-Taliban Pakistan (TTP),71.144852,33.697271,0.0
2010-03-31,Tehrik-i-Taliban Pakistan (TTP),71.144852,33.697271,0.0
2010-03-31,Tehrik-i-Taliban Pakistan (TTP),71.144852,33.697271,0.0
2010-03-31,Tehrik-i-Taliban Pakistan (TTP),71.144852,33.697271,0.0
2010-04-01,Communist Party of India - Maoist (CPI-Maoist),86.337222,20.848333,0.0
2010-04-02,Taliban,68.715498,36.859931,0.0
2010-04-03,Taliban,69.158119,37.122858,1.0
2010-04-04,Communist Party of India - Maoist (CPI-Maoist),84.185712,24.128611,0.0
2010-04-04,Communist Party of India - Maoist (CPI-Maoist),86.86469100000001,22.59834,1.0
2010-04-05,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,1.0
2010-04-05,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,6.0
2010-04-05,Communist Party of India - Maoist (CPI-Maoist),84.504429,23.744186,0.0
2010-04-05,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,9.0
2010-04-06,Communist Party of India - Maoist (CPI-Maoist),81.35,18.9,82.0
2010-04-07,Al-Shabaab,43.246506,3.810951,0.0
2010-04-07,Tehrik-i-Taliban Pakistan (TTP),71.056122,33.528893,3.0
2010-04-07,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,0.0
2010-04-07,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,0.0
2010-04-07,Tehrik-i-Taliban Pakistan (TTP),71.53743,34.006004,0.0
2010-04-07,Communist Party of India - Maoist (CPI-Maoist),85.900173,26.160391,0.0
2010-04-08,Al-Shabaab,43.24805,3.828479,0.0
2010-04-08,Taliban,64.24,31.64,5.0
2010-04-09,Communist Party of India - Maoist (CPI-Maoist),87.099879,22.394329,2.0
2010-04-10,Communist Party of India - Maoist (CPI-Maoist),82.712102,18.815236,0.0
2010-04-10,Communist Party of India - Maoist (CPI-Maoist),83.64005300000001,24.574312,0.0
2010-04-10,Communist Party of India - Maoist (CPI-Maoist),83.64005300000001,24.574312,0.0
2010-04-10,Communist Party of India - Maoist (CPI-Maoist),83.64005300000001,24.574312,0.0
2010-04-10,Communist Party of India - Maoist (CPI-Maoist),83.64005300000001,24.574312,0.0
2010-04-10,Taliban,71.143913,37.070563,1.0
2010-04-10,Taliban,69.598588,33.279501,0.0
2010-04-11,Communist Party of India - Maoist (CPI-Maoist),79.961237,18.847716000000002,1.0
2010-04-11,Communist Party of India - Maoist (CPI-Maoist),86.41873100000001,22.008698000000003,1.0
2010-04-12,Communist Party of India - Maoist (CPI-Maoist),87.04969799999999,22.585272,2.0
2010-04-12,Communist Party of India - Maoist (CPI-Maoist),85.54704,26.802177,2.0
2010-04-12,Communist Party of India - Maoist (CPI-Maoist),85.54704,26.802177,1.0
2010-04-12,Communist Party of India - Maoist (CPI-Maoist),86.151112,23.669296,1.0
2010-04-13,Taliban,64.205849,31.127028000000003,1.0
2010-04-13,Kurdistan Workers' Party (PKK),28.689863,41.106178,0.0
2010-04-14,Tehrik-i-Taliban Pakistan (TTP),71.429936,34.856902000000005,0.0
2010-04-14,Communist Party of India - Maoist (CPI-Maoist),87.051109,22.586023,1.0
2010-04-15,Communist Party of India - Maoist (CPI-Maoist),86.505971,22.875122,1.0
2010-04-15,New People's Army (NPA),93.936844,24.817010999999997,0.0
2010-04-15,Al-Shabaab,40.875992,0.349466,0.0
2010-04-15,Taliban,69.287754,35.804295,0.0
2010-04-15,Tehrik-i-Taliban Pakistan (TTP),72.364052,34.774479,2.0
2010-04-15,Communist Party of India - Maoist (CPI-Maoist),84.370896,24.749905,0.0
2010-04-15,Communist Party of India - Maoist (CPI-Maoist),85.354965,25.683821,0.0
2010-04-16,Al-Shabaab,43.64658,3.115641,0.0
2010-04-17,Taliban,70.44959300000001,34.417122,0.0
2010-04-17,Communist Party of India - Maoist (CPI-Maoist),81.18164,18.340367999999998,0.0
2010-04-17,Al-Shabaab,45.326115,2.059819,6.0
2010-04-19,Taliban,65.742226,31.631083,1.0
2010-04-19,Tehrik-i-Taliban Pakistan (TTP),71.07005500000001,33.908578000000006,0.0
2010-04-19,Communist Party of India - Maoist (CPI-Maoist),85.237313,22.06054,0.0
2010-04-19,Communist Party of India - Maoist (CPI-Maoist),81.35,18.9,0.0
2010-04-20,Communist Party of India - Maoist (CPI-Maoist),83.21895500000001,17.686294,0.0
2010-04-20,Communist Party of India - Maoist (CPI-Maoist),83.21824000000001,17.68659,0.0
2010-04-20,Communist Party of India - Maoist (CPI-Maoist),80.81666700000001,18.791667,1.0
2010-04-20,Taliban,69.287754,35.804295,0.0
2010-04-20,Taliban,65.742226,31.631083,1.0
2010-04-20,Taliban,69.928467,33.335258,0.0
2010-04-20,Taliban,68.901344,36.512165,0.0
2010-04-21,Communist Party of India - Maoist (CPI-Maoist),87.084911,22.576127,1.0
2010-04-21,Taliban,68.87706,36.705776,0.0
2010-04-22,Communist Party of India - Maoist (CPI-Maoist),85.437557,22.365085999999998,1.0
2010-04-22,Communist Party of India - Maoist (CPI-Maoist),81.892418,18.364195000000002,0.0
2010-04-22,Taliban,69.928467,33.335258,0.0
2010-04-23,Communist Party of India - Maoist (CPI-Maoist),87.174696,22.032335999999997,1.0
2010-04-23,New People's Army (NPA),125.86017700000001,7.416958999999999,0.0
2010-04-24,Communist Party of India - Maoist (CPI-Maoist),86.7833,22.8667,1.0
2010-04-24,Al-Shabaab,45.326115,2.059819,3.0
2010-04-24,Al-Shabaab,47.046203999999996,4.051783,0.0
2010-04-24,Communist Party of India - Maoist (CPI-Maoist),82.218405,17.655135,0.0
2010-04-24,Communist Party of India - Maoist (CPI-Maoist),86.46538199999999,25.380634,0.0
2010-04-24,Communist Party of India - Maoist (CPI-Maoist),87.379866,22.404193,1.0
2010-04-25,Communist Party of India - Maoist (CPI-Maoist),83.21895500000001,17.686294,0.0
2010-04-25,Communist Party of India - Maoist (CPI-Maoist),83.251906,18.936128,0.0
2010-04-25,New People's Army (NPA),126.106622,7.7144449999999996,0.0
2010-04-26,Communist Party of India - Maoist (CPI-Maoist),87.043064,22.55482,1.0
2010-04-27,Communist Party of India - Maoist (CPI-Maoist),87.318986,22.424109,0.0
2010-04-27,Communist Party of India - Maoist (CPI-Maoist),87.316819,22.475775,0.0
2010-04-28,Communist Party of India - Maoist (CPI-Maoist),82.536139,20.806017999999998,1.0
2010-04-28,Communist Party of India - Maoist (CPI-Maoist),80.81666700000001,18.791667,0.0
2010-04-28,Communist Party of India - Maoist (CPI-Maoist),87.060939,22.525776,1.0
2010-04-28,Communist Party of India - Maoist (CPI-Maoist),87.154756,22.562035,1.0
2010-04-28,Communist Party of India - Maoist (CPI-Maoist),83.115303,18.993153,0.0
2010-04-30,Communist Party of India - Maoist (CPI-Maoist),84.870937,24.204235,2.0
2010-04-30,Communist Party of India - Maoist (CPI-Maoist),81.429027,17.837685,1.0
2010-05-01,Tehrik-i-Taliban Pakistan (TTP),-73.931351,40.697132,0.0
2010-05-01,Communist Party of India - Maoist (CPI-Maoist),81.892418,18.364195000000002,0.0
2010-05-01,Communist Party of India - Maoist (CPI-Maoist),87.318986,22.424109,1.0
2010-05-01,New People's Army (NPA),125.401583,9.618367,0.0
2010-05-02,Communist Party of India - Maoist (CPI-Maoist),80.81666700000001,18.791667,1.0
2010-05-02,Communist Party of India - Maoist (CPI-Maoist),86.499655,22.486676,1.0
2010-05-03,Taliban,68.911301,37.181767,1.0
2010-05-03,Taliban,66.901016,32.100204,1.0
2010-05-03,New People's Army (NPA),126.255202,8.280488,2.0
2010-05-04,Communist Party of India - Maoist (CPI-Maoist),87.04969799999999,22.585272,1.0
2010-05-04,Communist Party of India - Maoist (CPI-Maoist),87.179183,22.566454999999998,1.0
2010-05-04,Communist Party of India - Maoist (CPI-Maoist),87.379866,22.404193,1.0
2010-05-04,Taliban,68.451297,33.319571,0.0
2010-05-04,Taliban,69.14701099999999,34.516895,0.0
2010-05-04,Taliban,65.742226,31.631083,1.0
2010-05-04,Al-Shabaab,45.326115,2.059819,1.0
2010-05-04,Al-Shabaab,47.85524,4.656037,1.0
2010-05-05,Taliban,61.86895,30.959932000000002,13.0
2010-05-05,Communist Party of India - Maoist (CPI-Maoist),81.374123,17.753365,1.0
2010-05-05,New People's Army (NPA),126.05536699999999,7.8230710000000006,0.0
2010-05-05,Tehrik-i-Taliban Pakistan (TTP),71.144852,33.697271,0.0
2010-05-06,New People's Army (NPA),123.9706,12.0741,0.0
2010-05-06,Communist Party of India - Maoist (CPI-Maoist),84.85685699999999,25.856089,0.0
2010-05-06,Communist Party of India - Maoist (CPI-Maoist),85.368365,26.122892,0.0
2010-05-06,Communist Party of India - Maoist (CPI-Maoist),81.892418,18.364195000000002,0.0
2010-05-06,Taliban,70.323938,34.417538,0.0
2010-05-07,Taliban,66.515289,31.571584,3.0
2010-05-07,Communist Party of India - Maoist (CPI-Maoist),82.180278,18.378889,0.0
2010-05-07,New People's Army (NPA),126.221104,6.952799000000001,0.0
2010-05-07,New People's Army (NPA),121.44085700000001,12.637597999999999,1.0
2010-05-07,New People's Army (NPA),124.88667199999999,12.154889,2.0
2010-05-08,Tehrik-i-Taliban Pakistan (TTP),71.44062,33.590603,0.0
2010-05-08,New People's Army (NPA),122.233303,10.649982000000001,0.0
2010-05-08,Communist Party of India - Maoist (CPI-Maoist),80.81666700000001,18.791667,8.0
2010-05-08,Communist Party of India - Maoist (CPI-Maoist),86.992203,22.451393,1.0
2010-05-08,Taliban,69.11490500000001,36.681449,1.0
2010-05-08,Taliban,68.449722,32.853333,1.0
2010-05-08,Taliban,69.015556,33.117778,1.0
2010-05-08,Al-Shabaab,43.660667,4.827732,0.0
2010-05-09,Communist Party of India - Maoist (CPI-Maoist),80.678646,20.186586,1.0
2010-05-10,New People's Army (NPA),126.096139,7.335014,6.0
2010-05-10,Communist Party of India - Maoist (CPI-Maoist),83.21824000000001,17.68659,1.0
